# Deletion Ledger — Legacy Experience Files
path	reason
experience/2026-04-06-optimization-compute-operator-fusion-skill3.md	dependency-lost
experience/2026-04-06-optimization-compute-operator-fusion-skill4.md	dependency-lost
experience/2026-04-06-optimization-compute-operator-fusion-skill5.md	dependency-lost
experience/2026-04-06-optimization-compute-tensor-core-skill1.md	dependency-lost
experience/2026-04-06-optimization-compute-warp-primitives-skill1.md	dependency-lost
experience/2026-04-06-optimization-compute-warp-primitives-skill2.md	dependency-lost
experience/2026-04-06-optimization-compute-warp-primitives-skill3.md	dependency-lost
experience/2026-04-06-optimization-compute-warp-primitives-skill5.md	dependency-lost
experience/2026-04-06-optimization-compute-warp-primitives-skill6.md	dependency-lost
experience/2026-04-06-optimization-compute-warp-specialization-skill1.md	dependency-lost
experience/2026-04-06-optimization-compute-warp-specialization-skill2.md	dependency-lost
experience/2026-04-06-optimization-compute-warp-specialization-skill4.md	dependency-lost
experience/2026-04-06-optimization-compute-warp-specialization-skill5.md	dependency-lost
experience/2026-04-06-optimization-latency-context-management-skill1.md	dependency-lost
experience/2026-04-06-optimization-latency-context-management-skill3.md	dependency-lost
experience/2026-04-06-optimization-latency-cuda-graphs-skill3.md	dependency-lost
experience/2026-04-06-optimization-latency-gpu-library-usage-skill2.md	dependency-lost
experience/2026-04-06-optimization-latency-gpu-library-usage-skill3.md	dependency-lost
experience/2026-04-06-optimization-latency-gpu-library-usage-skill4.md	dependency-lost
experience/2026-04-06-optimization-latency-gpu-library-usage-skill5.md	dependency-lost
experience/2026-04-06-optimization-latency-kernel-launch-overhead-skill4.md	dependency-lost
experience/2026-04-06-optimization-latency-kernel-launch-overhead-skill5.md	dependency-lost
experience/2026-04-06-optimization-latency-occupancy-tuning-skill1.md	dependency-lost
experience/2026-04-06-optimization-latency-stream-concurrency-skill2.md	dependency-lost
experience/2026-04-06-optimization-latency-stream-concurrency-skill4.md	dependency-lost
experience/2026-04-06-optimization-latency-stream-concurrency-skill5.md	dependency-lost
experience/2026-04-06-optimization-latency-warp-divergence-skill1.md	dependency-lost
experience/2026-04-06-optimization-latency-warp-divergence-skill3.md	dependency-lost
experience/2026-04-06-optimization-latency-warp-divergence-skill4.md	dependency-lost
experience/2026-04-06-optimization-latency-warp-divergence-skill5.md	dependency-lost
experience/2026-04-06-optimization-synchronization-cooperative-groups-skill2.md	dependency-lost
experience/2026-04-06-optimization-synchronization-cooperative-groups-skill3.md	dependency-lost
experience/2026-04-06-optimization-synchronization-cooperative-groups-skill5.md	dependency-lost
experience/2026-04-06-optimization-synchronization-memory-sync-domains-skill2.md	dependency-lost
experience/2026-04-06-optimization-synchronization-memory-sync-domains-skill3.md	dependency-lost
experience/2026-04-06-optimization-synchronization-memory-sync-domains-skill4.md	dependency-lost
experience/2026-04-06-optimization-synchronization-thread-scopes-skill2.md	dependency-lost
experience/2026-04-06-optimization-synchronization-thread-scopes-skill3.md	dependency-lost
experience/2026-04-06-optimization-synchronization-thread-scopes-skill4.md	dependency-lost
experience/2026-04-06-optimization-synchronization-thread-scopes-skill5.md	dependency-lost
experience/2026-04-06-pattern-gemm-pipeline-overlap-skill6.md	dependency-lost
experience/2026-04-06-pattern-gemm-pipeline-overlap-skill7.md	dependency-lost
experience/2026-04-06-pattern-gemm-tiling-strategy-skill1.md	dependency-lost
experience/2026-04-06-pattern-gemm-tiling-strategy-skill3.md	dependency-lost
experience/2026-04-06-pattern-gemm-tiling-strategy-skill4.md	dependency-lost
experience/2026-04-06-pattern-gemm-tiling-strategy-skill5.md	dependency-lost
experience/2026-04-06-pattern-gemm-tiling-strategy-skill6.md	dependency-lost
experience/2026-04-06-pattern-gemm-tiling-strategy-skill7.md	dependency-lost
experience/2026-04-06-pattern-gemm-warp-specialization-skill1.md	dependency-lost
experience/2026-04-06-pattern-gemm-warp-specialization-skill4.md	dependency-lost
experience/2026-04-06-pattern-normalization-skill1.md	dependency-lost
experience/2026-04-06-pattern-normalization-skill2.md	dependency-lost
experience/2026-04-06-pattern-normalization-skill3.md	dependency-lost
experience/2026-04-06-pattern-normalization-skill4.md	dependency-lost
experience/2026-04-06-pattern-normalization-skill5.md	dependency-lost
experience/2026-04-06-pattern-normalization-skill6.md	dependency-lost
experience/2026-04-06-pattern-pooling-skill1.md	dependency-lost
experience/2026-04-06-pattern-pooling-skill2.md	dependency-lost
experience/2026-04-06-pattern-pooling-skill3.md	dependency-lost
experience/2026-04-06-pattern-pooling-skill4.md	dependency-lost
experience/2026-04-06-pattern-pooling-skill5.md	dependency-lost
experience/2026-04-06-pattern-pooling-skill7.md	dependency-lost
experience/2026-04-06-pattern-pooling-skill8.md	dependency-lost
experience/2026-04-06-pattern-reduction-skill1.md	dependency-lost
experience/2026-04-06-pattern-reduction-skill2.md	dependency-lost
experience/2026-04-06-pattern-reduction-skill4.md	dependency-lost
experience/2026-04-06-pattern-reduction-skill5.md	dependency-lost
experience/2026-04-06-pattern-reduction-skill6.md	dependency-lost
experience/2026-04-06-pattern-scan-cumulative-skill1.md	dependency-lost
experience/2026-04-06-pattern-scan-cumulative-skill2.md	dependency-lost
experience/2026-04-06-pattern-scan-cumulative-skill3.md	dependency-lost
experience/2026-04-06-pattern-scan-cumulative-skill4.md	dependency-lost
experience/2026-04-06-pattern-scan-cumulative-skill5.md	dependency-lost
experience/2026-04-06-pattern-scan-cumulative-skill6.md	dependency-lost
experience/2026-04-06-pattern-scan-cumulative-skill7.md	dependency-lost
experience/2026-04-07-optimization-compute-warp-primitives-skill4.md	dependency-lost
experience/2026-04-07-optimization-memory-data-prefetch-skill2.md	dependency-lost
experience/2026-04-07-optimization-memory-host-device-transfer-skill1.md	dependency-lost
experience/2026-04-07-optimization-memory-layout-transform-skill4.md	dependency-lost
